,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3134,0.0,0.0,11201.326492297778,12883.777118127859,255829.17817780614,1757.3684861452075,8.88860783725167,0.0,456042.3713583484,7.124922119668551,0.0,1783.3702075802285,12.994451380414148,21048.05623499741,22220932.934660174,0.0,3617.065065039452,347.67998398767594,29.46148831927807,564.8395102467878
5011,0.0,0.0,141.38931249201434,5.093701724774164,599.315514170366,1.2481352605557607,0.006259832001652652,0.0,328.7092114147903,0.004593978722009137,0.0,2.3366602764777964,0.01476043823345515,112.24900091091422,23559.014050155693,0.0,4.561716142451939,0.39824800284392725,0.010771677160221987,0.1688175003911125
2309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,0.0,0.0,268.0728795862344,37.38205025326245,6428.640209502032,7.854998842969874,0.0701898700720062,0.0,3121.043304498338,0.8812020559446625,0.0,19.762819108073156,0.04178395627590804,94.1424581555183,133908.25775164174,0.0,64.56201906550649,4.765737010135816,0.1674170446923206,2.4217989476725337
7229,0.0,0.0,-38.662619714575015,0.4837134095424005,1738.4086322860537,0.3279658155978289,0.031941110965425804,0.0,698.3509538206836,0.005954037200360398,0.0,8.437970499775908,0.0016009847671061659,8.7774298240461,16890.358433914193,0.0,13.61774301920632,3.3211263076603,-0.0019256123429033103,-3.406599439025018
4914,0.0,0.0,721.7284294092242,1162.8741709188798,15178.807728043601,1404.9506051846088,0.7224693669274269,0.0,37385.61711668309,0.06403435870595517,0.0,200.76774907294805,20.755475091511183,907.3654439314482,57498671.550753705,0.0,302.494569642864,91.85382228094767,0.821882605457748,14.496189319601788
6311,0.0,0.0,43290.267785380995,72821.53064888756,938000.7516773399,9377.673677791978,39.75649530695222,0.0,2063173.6530875633,2.739487277439604,0.0,6432.171471006126,65.50810971655665,36104.99932421873,111085875.00083041,0.0,12813.494254734045,970.5177504406495,95.61642342243522,1130.6198694884818
6328,0.0,0.0,13598.965730782995,20234.305950142774,321489.54600617266,3578.7006525135375,10.535105893197965,0.0,533960.7831474546,1.48448649678647,0.0,2436.6445261549834,46.171894223993604,18735.930390825666,66323868.38430026,0.0,4556.689579625094,535.6709572413401,25.481777251490517,309.28651946017237
4481,0.0,0.0,7.118341953173552,1.1672968900583003,241.11304607079416,2.797454584616854,0.005422302526341601,0.0,278.05579185748707,0.0005294827808120308,0.0,1.0376751256516155,0.0413943333603418,7403.529555922652,64469.69122297824,0.0,1.8276679661036566,0.3079816502923114,0.03423296902666321,0.7188141151641884
1648,0.0,0.0,61.837982466757836,36.52063607999838,2685.1401400111936,610.3403562356743,0.08058085422702774,0.0,3264.0484866256043,0.009587748831181993,0.0,31.52587364434811,9.399127438918686,315.00768298940994,10617587.646758273,0.0,44.999333548671345,16.350003896591243,1.0238988367593416,38.05049837332234
490,0.0,0.0,163.3592974534005,215.16478466178557,3615.952209381326,57.95496304558391,0.10185901912715994,0.0,5338.198858225351,0.07656244186191041,0.0,19.263640311563485,0.7434840342945361,1761.5200767218407,1015276.6645858943,0.0,39.14307095875267,3.506708695475308,1.1350816257241743,13.264508956094335
4728,0.0,0.0,2435.8909501915246,268.60453056423086,102931.12916926671,122.3504341331307,0.896661355871248,0.0,68469.87703389545,0.20056392677382961,0.0,352.76471500154753,0.525881803559242,-257.86952354705016,896148.8669782826,0.0,621.0605690602641,104.63768812804432,0.82261907181275,14.537487393731483
3260,0.0,0.0,140.82279914113485,2.479846796788468,541.8612739154066,0.8221991324815534,0.00759419435363102,0.0,505.3298101136277,0.002075445408316357,0.0,2.227529784257249,0.005943601404313847,6.7240842754601875,9927.38699195242,0.0,4.167366627749003,0.42749723530868855,0.004623103485650674,0.06765504873816844
1081,0.0,0.0,254.94273431272745,109.50443639935034,3627.236386224601,25.963991648538098,0.07600396993476657,0.0,4185.899941413325,0.02423730585592036,0.0,15.854352293811043,0.3240954786768411,471.23481113188075,503475.8185517326,0.0,30.301017567277086,3.4998611574182856,0.3888626498209808,7.489722766594008
2941,0.0,0.0,1314.324291871036,1270.8475063607998,30121.105382513,325.4713121748357,0.9602818271282649,0.0,49109.975695944704,0.16554708663442064,0.0,191.26506824330556,3.894737543899192,2195.1184153085437,5751686.87164032,0.0,350.6829206715478,46.27550626535631,14.677375539753692,239.0079857940738
3396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
